q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample
11.816,10.680,13.088,12.412,9.420,0.005,0.019,0.022,0.077,0.111,unm
11.539,9.690,8.148,6.922,10.376,0.084,0.030,0.090,0.014,0.003,unm
12.848,13.753,9.002,11.848,15.319,0.021,0.040,0.060,0.019,0.033,unm
6.922,10.376,12.744,7.741,11.449,0.014,0.003,0.003,0.009,0.018,unm
10.786,10.144,9.981,7.568,6.762,0.028,0.035,0.019,0.043,0.118,unm
13.466,6.958,7.765,8.849,9.069,0.019,0.069,0.061,0.064,0.070,unm
13.823,14.505,14.516,17.527,15.727,0.105,0.079,0.111,0.028,0.007,unm
10.810,9.732,14.153,10.825,7.364,0.016,0.053,0.032,0.051,0.106,unm
11.821,11.677,9.878,9.597,7.482,0.003,0.023,0.028,0.005,0.150,unm
10.596,9.484,10.585,9.095,8.983,0.044,0.125,0.036,0.015,0.040,unm
14.651,13.204,9.040,9.766,9.441,0.039,0.014,0.007,0.013,0.037,unm
11.820,10.455,9.333,8.732,7.280,0.115,0.068,0.122,0.060,0.158,unm
9.392,9.189,9.480,11.068,8.560,0.027,0.027,0.168,0.068,0.192,unm
13.803,12.029,10.831,14.041,11.817,0.002,0.005,0.032,0.016,0.149,unm
6.571,6.298,6.668,11.347,17.020,0.205,0.089,0.151,0.104,0.041,unm
12.832,8.450,7.399,12.636,16.025,0.081,0.109,0.231,0.071,0.045,unm
9.863,9.916,8.189,10.747,10.525,0.065,0.059,0.017,0.019,0.006,unm
8.124,9.863,13.990,12.158,9.083,0.013,0.089,0.039,0.055,0.094,unm
13.813,12.758,13.304,8.277,13.101,0.007,0.105,0.062,0.116,0.035,unm
7.748,7.251,6.878,12.196,13.142,0.077,0.032,0.181,0.052,0.010,unm
12.612,14.477,15.083,12.337,17.249,0.061,0.009,0.015,0.033,0.018,unm
4.402,8.619,11.418,7.345,13.217,0.169,0.018,0.011,0.038,0.002,unm
11.035,8.951,10.641,8.759,9.859,0.060,0.290,0.034,0.078,0.005,unm
13.176,6.680,8.042,8.598,9.473,0.068,0.030,0.017,0.024,0.105,unm
9.048,10.085,14.243,11.875,10.330,0.015,0.141,0.025,0.026,0.055,unm
12.926,11.750,12.588,12.018,5.763,0.028,0.012,0.040,0.036,0.100,unm
13.516,9.791,10.500,10.342,9.755,0.055,0.043,0.033,0.016,0.132,unm
9.109,18.883,16.024,14.642,18.055,0.181,0.012,0.050,0.025,0.050,unm
7.353,7.904,7.926,7.732,11.469,0.062,0.050,0.147,0.264,0.051,unm
8.088,5.957,6.969,5.395,6.046,0.116,0.075,0.151,0.061,0.271,unm
14.288,12.857,9.119,11.966,13.181,0.023,0.206,0.031,0.007,0.002,unm
7.345,13.217,15.501,10.345,8.789,0.038,0.002,0.005,0.014,0.101,unm
10.135,10.329,16.918,17.062,13.726,0.072,0.019,0.007,0.017,0.017,unm
14.906,14.384,11.629,11.906,15.279,0.015,0.036,0.026,0.009,0.042,unm
14.680,9.369,9.138,12.097,14.610,0.049,0.006,0.055,0.069,0.045,unm
16.404,15.342,10.281,12.911,13.085,0.017,0.008,0.027,0.027,0.001,unm
11.647,18.045,13.436,12.711,14.313,0.033,0.002,0.096,0.050,0.015,unm
13.217,8.458,7.331,7.082,5.800,0.036,0.032,0.021,0.050,0.121,unm
9.601,12.674,11.351,12.868,13.803,0.007,0.054,0.026,0.053,0.002,unm
6.381,8.182,6.764,7.098,8.188,0.110,0.109,0.127,0.056,0.035,unm
16.587,16.420,22.379,13.544,7.552,0.016,0.005,0.003,0.029,0.167,unm
19.016,15.817,9.629,8.794,9.188,0.038,0.017,0.016,0.019,0.015,unm
12.971,13.415,14.631,12.764,9.465,0.008,0.060,0.048,0.057,0.076,unm
11.830,12.065,16.186,18.200,13.644,0.053,0.006,0.036,0.024,0.042,unm
13.279,12.170,6.157,9.540,13.102,0.057,0.078,0.014,0.092,0.013,unm
8.665,10.933,13.294,15.711,14.053,0.099,0.012,0.027,0.060,0.023,unm
15.555,14.934,14.886,15.546,17.666,0.046,0.058,0.098,0.045,0.029,unm
12.291,12.386,12.571,12.502,14.554,0.020,0.020,0.007,0.025,0.037,unm
10.836,13.943,15.182,9.657,8.074,0.018,0.015,0.042,0.077,0.090,unm
15.147,18.353,13.970,16.131,16.772,0.010,0.015,0.039,0.151,0.042,unm
11.565,12.626,12.463,14.447,18.276,0.037,0.074,0.073,0.089,0.018,unm
12.384,10.991,11.863,10.823,10.407,0.021,0.133,0.007,0.069,0.061,unm
11.251,7.068,8.839,7.021,8.809,0.023,0.010,0.006,0.031,0.019,unm
6.312,8.407,9.047,9.123,7.961,0.170,0.235,0.083,0.022,0.006,unm
18.863,12.601,18.428,16.540,19.301,0.013,0.011,0.011,0.032,0.023,unm
18.428,15.434,8.669,9.887,11.834,0.055,0.011,0.013,0.047,0.009,unm
8.857,12.789,13.652,10.568,10.311,0.228,0.013,0.009,0.038,0.020,unm
11.357,12.213,12.592,16.933,16.185,0.019,0.023,0.063,0.018,0.010,unm
6.275,9.672,9.687,12.199,10.826,0.258,0.023,0.011,0.010,0.012,unm
10.659,9.851,5.953,9.901,11.857,0.034,0.042,0.125,0.068,0.060,unm
7.958,7.154,5.700,7.827,9.876,0.043,0.055,0.066,0.047,0.011,unm
10.229,11.059,11.539,14.575,10.071,0.145,0.018,0.012,0.020,0.279,unm
6.927,7.952,7.526,9.244,10.513,0.129,0.146,0.286,0.108,0.008,unm
9.246,9.401,13.317,11.801,12.797,0.165,0.228,0.051,0.012,0.028,unm
16.742,13.687,13.390,17.023,11.311,0.012,0.083,0.005,0.007,0.014,unm
9.192,10.952,17.424,25.668,18.720,0.023,0.022,0.009,0.002,0.022,unm
8.687,11.254,16.610,21.070,14.951,0.077,0.005,0.021,0.027,0.059,unm
11.717,9.065,6.198,5.720,8.208,0.157,0.103,0.039,0.072,0.100,unm
13.043,14.836,14.842,20.113,17.012,0.006,0.030,0.056,0.013,0.035,unm
12.544,5.269,10.975,9.212,4.591,0.027,0.092,0.050,0.033,0.012,unm
9.269,10.283,8.690,7.321,9.476,0.040,0.024,0.006,0.007,0.031,unm
6.223,8.702,11.576,14.623,10.426,0.074,0.020,0.030,0.030,0.074,unm
10.267,8.839,11.858,10.853,7.306,0.007,0.031,0.029,0.024,0.035,unm
10.513,10.771,12.517,13.862,19.895,0.008,0.019,0.037,0.007,0.006,unm
27.927,17.965,12.309,17.572,16.287,0.005,0.015,0.022,0.011,0.026,unm
9.635,11.293,11.279,9.845,10.510,0.130,0.005,0.005,0.086,0.019,unm
12.880,11.656,15.728,17.203,12.813,0.176,0.011,0.012,0.009,0.023,unm
8.328,8.402,12.989,20.682,14.788,0.007,0.049,0.009,0.003,0.070,unm
11.398,13.067,8.385,8.570,6.615,0.043,0.047,0.129,0.056,0.054,unm
18.009,11.630,12.016,9.826,11.255,0.005,0.012,0.008,0.052,0.035,unm
8.015,8.842,8.580,9.566,8.389,0.149,0.029,0.095,0.028,0.153,unm
16.306,17.911,14.060,9.312,10.937,0.008,0.019,0.049,0.025,0.059,unm
10.188,8.835,10.033,12.784,14.172,0.020,0.072,0.022,0.081,0.123,unm
12.196,13.142,13.676,13.489,12.467,0.052,0.010,0.011,0.035,0.065,unm
10.660,10.617,11.118,7.876,9.277,0.044,0.068,0.089,0.169,0.085,unm
16.765,13.379,8.135,9.239,8.093,0.040,0.058,0.015,0.021,0.032,unm
7.971,9.063,8.462,9.005,14.908,0.011,0.030,0.039,0.072,0.012,unm
14.253,9.970,12.130,14.697,17.664,0.051,0.054,0.010,0.124,0.047,unm
9.889,12.117,12.647,11.687,9.957,0.060,0.007,0.014,0.015,0.030,unm
11.798,12.304,10.740,15.580,15.300,0.059,0.028,0.152,0.004,0.007,unm
7.683,7.370,8.343,11.518,8.250,0.192,0.067,0.118,0.025,0.034,unm
8.421,11.579,11.027,6.180,6.644,0.005,0.072,0.061,0.229,0.213,unm
10.599,10.100,13.814,15.054,13.868,0.029,0.182,0.013,0.059,0.080,unm
12.090,11.560,7.901,8.503,9.361,0.046,0.082,0.081,0.111,0.029,unm
16.374,11.839,14.577,13.086,14.136,0.005,0.118,0.008,0.081,0.036,unm
11.386,13.184,15.340,15.571,12.519,0.015,0.007,0.041,0.037,0.055,unm
10.350,13.774,14.329,13.443,15.153,0.160,0.028,0.050,0.075,0.020,unm
12.812,8.768,11.350,9.242,12.198,0.027,0.174,0.159,0.266,0.011,unm
8.964,12.182,11.365,12.672,18.810,0.021,0.041,0.035,0.018,0.006,unm
9.534,11.368,10.707,10.624,12.324,0.020,0.000,0.001,0.015,0.002,unm
8.832,10.796,12.897,9.558,9.614,0.063,0.044,0.046,0.043,0.089,unm
8.414,10.451,9.138,8.755,12.930,0.015,0.025,0.042,0.056,0.078,unm
6.764,7.098,8.188,13.280,17.805,0.127,0.056,0.035,0.079,0.044,unm
9.488,9.313,10.677,10.307,10.267,0.019,0.042,0.019,0.051,0.084,unm
8.533,10.393,6.369,6.040,7.860,0.026,0.025,0.037,0.060,0.020,unm
13.677,17.648,15.155,10.293,9.030,0.009,0.009,0.014,0.040,0.024,unm
6.590,6.917,7.652,15.293,13.745,0.138,0.207,0.201,0.034,0.049,unm
14.105,18.853,13.396,11.187,10.012,0.088,0.015,0.134,0.056,0.006,unm
10.971,11.887,13.383,8.800,8.657,0.013,0.076,0.026,0.102,0.029,unm
10.973,12.783,12.239,12.958,12.189,0.032,0.007,0.037,0.006,0.014,unm
8.457,10.726,11.177,9.453,9.190,0.097,0.049,0.145,0.038,0.096,unm
15.729,10.641,7.945,6.002,5.924,0.034,0.101,0.040,0.132,0.268,unm
8.720,8.006,7.673,8.561,11.329,0.020,0.042,0.031,0.037,0.012,unm
9.477,11.306,12.880,11.656,15.728,0.049,0.142,0.176,0.011,0.012,unm
7.842,8.954,6.592,7.427,8.878,0.123,0.089,0.076,0.029,0.105,unm
7.631,9.319,6.571,6.298,6.668,0.025,0.043,0.205,0.089,0.151,unm
14.817,10.194,12.235,13.537,13.039,0.072,0.204,0.018,0.024,0.019,unm
11.682,15.421,20.416,14.440,11.603,0.027,0.012,0.006,0.032,0.042,unm
12.199,15.188,15.399,12.574,14.052,0.029,0.001,0.007,0.176,0.010,unm
15.747,19.920,18.434,17.845,14.848,0.023,0.062,0.033,0.041,0.041,unm
11.988,12.148,6.433,10.788,11.969,0.012,0.009,0.060,0.041,0.012,unm
9.885,12.979,13.064,10.890,12.381,0.208,0.040,0.038,0.208,0.058,unm
11.344,19.515,15.750,11.440,8.473,0.027,0.005,0.127,0.069,0.072,unm
12.573,16.290,13.462,12.768,14.906,0.008,0.006,0.005,0.129,0.051,unm
6.780,8.574,11.083,11.736,17.112,0.025,0.230,0.041,0.042,0.012,unm
7.276,8.657,7.685,11.726,19.711,0.096,0.039,0.074,0.062,0.009,unm
14.050,11.902,6.884,9.951,10.803,0.069,0.112,0.018,0.025,0.060,unm
16.002,14.874,13.173,14.194,12.775,0.002,0.007,0.049,0.017,0.023,unm
9.187,8.698,10.153,9.276,12.345,0.116,0.155,0.094,0.021,0.061,unm
12.802,15.327,13.718,10.648,9.608,0.050,0.004,0.014,0.033,0.089,unm
10.445,14.906,14.384,11.629,11.906,0.030,0.015,0.036,0.026,0.009,unm
6.148,10.448,14.032,12.975,10.104,0.043,0.097,0.010,0.286,0.005,unm
17.053,11.417,9.893,9.274,11.740,0.044,0.088,0.104,0.095,0.072,unm
10.557,13.001,10.488,9.663,9.687,0.037,0.033,0.003,0.027,0.014,unm
8.978,7.538,5.411,4.578,8.764,0.167,0.008,0.048,0.054,0.109,unm
12.002,9.414,11.151,13.390,17.798,0.114,0.120,0.289,0.012,0.038,unm
11.847,14.920,9.855,11.623,12.592,0.007,0.008,0.025,0.016,0.023,unm
9.683,11.089,10.875,10.766,12.922,0.035,0.005,0.020,0.016,0.065,unm
8.322,7.950,9.100,7.549,8.164,0.110,0.085,0.040,0.086,0.018,unm
11.113,11.620,11.852,12.834,17.373,0.067,0.012,0.024,0.031,0.017,unm
11.666,10.177,9.715,12.680,15.602,0.016,0.011,0.033,0.046,0.029,unm
14.514,13.346,9.383,8.540,8.040,0.018,0.102,0.291,0.017,0.149,unm
13.997,7.326,9.399,10.544,18.531,0.020,0.054,0.176,0.173,0.046,unm
8.638,7.951,11.719,15.322,19.232,0.018,0.092,0.041,0.035,0.012,unm
10.221,8.980,14.092,19.176,15.571,0.030,0.073,0.041,0.028,0.064,unm
11.900,11.246,10.350,13.774,14.329,0.073,0.012,0.160,0.028,0.050,unm
15.969,19.742,14.603,9.093,9.894,0.052,0.031,0.062,0.148,0.008,unm
13.326,14.559,9.925,11.829,13.008,0.002,0.007,0.003,0.132,0.033,unm
11.544,10.189,8.642,6.756,5.892,0.016,0.082,0.027,0.167,0.322,unm
14.956,9.880,11.399,18.726,15.717,0.067,0.024,0.082,0.008,0.013,unm
8.030,7.188,7.248,8.688,9.284,0.027,0.050,0.201,0.019,0.139,unm
9.677,11.725,13.206,11.020,10.433,0.029,0.094,0.027,0.037,0.135,unm
10.283,8.690,7.321,9.476,11.653,0.024,0.006,0.007,0.031,0.027,unm
9.002,8.275,7.592,8.686,10.043,0.030,0.119,0.061,0.057,0.012,unm
9.606,8.694,7.199,11.453,12.113,0.089,0.074,0.071,0.046,0.063,unm
11.911,15.989,17.097,14.606,13.892,0.069,0.041,0.031,0.048,0.025,unm
12.861,14.576,10.579,8.205,11.911,0.063,0.041,0.040,0.038,0.038,unm
12.487,14.843,19.467,14.796,9.093,0.012,0.015,0.005,0.007,0.003,unm
8.690,9.054,8.892,8.236,7.159,0.099,0.059,0.040,0.078,0.075,unm
9.180,9.279,9.050,10.193,9.326,0.024,0.019,0.017,0.011,0.018,unm
15.105,12.117,7.533,7.906,7.419,0.060,0.045,0.045,0.014,0.090,unm
19.075,15.353,24.244,16.663,12.078,0.018,0.039,0.018,0.076,0.028,unm
10.428,7.776,6.896,5.991,8.559,0.022,0.040,0.049,0.212,0.088,unm
13.333,16.724,13.955,15.080,14.298,0.024,0.015,0.005,0.027,0.002,unm
17.483,15.874,11.854,12.891,13.475,0.040,0.049,0.056,0.011,0.075,unm
10.948,9.685,12.164,7.969,7.350,0.047,0.056,0.041,0.018,0.046,unm
11.977,19.112,12.499,14.478,18.581,0.012,0.003,0.056,0.023,0.013,unm
11.997,11.816,6.874,7.335,9.477,0.031,0.029,0.039,0.067,0.032,unm
10.931,10.673,13.083,25.494,17.356,0.004,0.003,0.013,0.001,0.005,unm
12.102,10.159,15.848,21.616,15.975,0.011,0.011,0.008,0.005,0.013,unm
5.176,7.304,5.835,8.330,9.287,0.086,0.049,0.107,0.072,0.251,unm
8.756,11.540,10.068,8.644,8.866,0.229,0.068,0.081,0.158,0.063,unm
10.350,10.832,9.725,6.808,9.698,0.025,0.020,0.058,0.011,0.024,unm
12.123,10.994,10.516,8.686,10.202,0.010,0.091,0.049,0.169,0.078,unm
15.486,15.876,13.454,14.173,17.055,0.011,0.057,0.056,0.021,0.014,unm
8.972,9.189,12.411,14.715,11.996,0.012,0.031,0.027,0.011,0.010,unm
12.956,10.232,10.809,10.227,16.577,0.012,0.070,0.018,0.035,0.004,unm
6.249,9.325,11.433,16.563,17.102,0.122,0.021,0.037,0.009,0.030,unm
8.923,8.024,10.266,11.374,8.084,0.090,0.152,0.118,0.035,0.014,unm
12.738,6.421,6.914,6.959,8.502,0.036,0.134,0.051,0.387,0.038,unm
9.432,9.189,8.695,12.852,15.030,0.110,0.050,0.144,0.069,0.019,unm
8.994,7.444,6.673,9.138,13.737,0.034,0.081,0.076,0.006,0.003,unm
10.471,8.877,10.752,10.910,5.436,0.004,0.006,0.015,0.008,0.232,unm
6.349,10.681,11.540,12.804,12.006,0.024,0.025,0.004,0.002,0.018,unm
9.321,8.476,9.749,8.529,10.104,0.031,0.084,0.006,0.006,0.009,unm
12.741,13.790,13.726,16.323,12.879,0.009,0.034,0.043,0.022,0.084,unm
5.685,8.718,14.227,13.937,8.528,0.202,0.088,0.043,0.020,0.040,unm
7.533,7.906,7.419,6.678,5.563,0.045,0.014,0.090,0.106,0.105,unm
9.521,9.260,10.923,10.723,13.619,0.098,0.112,0.016,0.039,0.058,unm
10.071,11.892,17.344,17.335,14.446,0.008,0.018,0.012,0.032,0.023,unm
12.623,8.237,10.015,6.424,6.805,0.016,0.027,0.016,0.061,0.012,unm
12.291,17.622,11.887,12.204,10.827,0.050,0.017,0.009,0.007,0.043,unm
8.712,10.188,8.835,10.033,12.784,0.053,0.020,0.072,0.022,0.081,unm
10.739,10.479,8.380,11.571,10.303,0.024,0.013,0.122,0.068,0.014,unm
7.488,11.497,10.863,9.639,12.406,0.106,0.041,0.080,0.109,0.060,unm
9.794,11.905,15.120,12.886,12.708,0.063,0.005,0.009,0.043,0.030,unm
7.856,8.161,10.363,13.741,9.855,0.046,0.015,0.076,0.035,0.007,unm
8.155,8.835,8.745,11.860,12.187,0.048,0.024,0.013,0.058,0.069,unm
9.491,12.444,13.154,14.238,15.562,0.164,0.086,0.076,0.108,0.058,unm
11.554,11.158,7.213,7.589,8.081,0.069,0.018,0.091,0.124,0.301,unm
7.131,7.747,7.127,3.955,6.102,0.117,0.102,0.069,0.098,0.081,unm
10.823,7.531,7.244,8.038,11.690,0.043,0.028,0.088,0.092,0.058,unm
6.998,12.311,14.138,9.021,9.918,0.211,0.041,0.014,0.023,0.081,unm
10.807,12.831,13.656,14.706,15.964,0.062,0.067,0.057,0.096,0.038,unm
17.685,12.883,13.709,13.984,10.791,0.027,0.004,0.040,0.046,0.032,unm
17.596,20.636,15.771,12.362,16.475,0.194,0.087,0.068,0.014,0.050,unm
6.675,6.271,7.122,9.978,13.295,0.179,0.101,0.106,0.100,0.030,unm
7.105,7.865,6.977,6.384,7.537,0.083,0.263,0.027,0.231,0.010,unm
8.333,6.601,5.131,5.714,6.232,0.025,0.165,0.050,0.072,0.069,unm
6.156,9.057,10.142,10.475,15.048,0.043,0.050,0.068,0.111,0.077,unm
10.336,11.135,12.962,13.085,15.945,0.027,0.036,0.018,0.043,0.015,unm
14.243,11.875,10.330,10.851,11.645,0.025,0.026,0.055,0.041,0.077,unm
11.461,15.640,21.329,13.978,9.185,0.026,0.023,0.062,0.075,0.043,unm
10.206,10.509,12.722,12.816,12.554,0.008,0.024,0.023,0.032,0.012,unm
9.571,9.110,10.973,12.783,12.239,0.026,0.016,0.032,0.007,0.037,unm
8.825,5.738,6.169,8.447,8.972,0.030,0.080,0.021,0.021,0.026,unm
12.637,12.940,13.664,15.035,14.858,0.026,0.030,0.045,0.024,0.023,unm
7.719,8.922,12.489,18.582,15.500,0.079,0.089,0.190,0.049,0.016,unm
9.778,11.335,11.964,11.581,15.803,0.066,0.020,0.007,0.015,0.007,unm
14.272,8.860,10.492,11.275,9.772,0.008,0.065,0.056,0.109,0.257,unm
11.569,7.621,9.351,11.753,10.523,0.063,0.012,0.011,0.007,0.215,unm
18.858,13.759,8.708,12.519,13.384,0.009,0.073,0.075,0.032,0.126,unm
11.519,13.690,15.589,14.278,11.691,0.107,0.045,0.067,0.054,0.092,unm
8.987,9.943,8.741,7.284,6.967,0.321,0.076,0.069,0.200,0.319,unm
6.987,6.965,7.762,13.777,9.672,0.007,0.025,0.130,0.027,0.002,unm
11.790,8.404,11.785,11.063,10.389,0.050,0.061,0.037,0.086,0.075,unm
18.271,12.782,8.710,8.601,8.476,0.014,0.032,0.111,0.062,0.031,unm
10.986,8.245,11.173,12.849,10.931,0.164,0.262,0.069,0.073,0.041,unm
14.896,15.700,11.595,14.675,17.426,0.036,0.011,0.097,0.007,0.024,unm
8.534,8.015,7.461,9.271,8.117,0.038,0.042,0.324,0.017,0.232,unm
9.263,17.598,24.312,16.233,16.179,0.073,0.006,0.006,0.052,0.036,unm
7.801,8.474,12.799,12.834,8.723,0.009,0.329,0.034,0.046,0.057,unm
14.813,11.113,12.183,13.350,14.663,0.039,0.034,0.021,0.040,0.021,unm
11.399,11.575,11.113,11.170,9.714,0.054,0.017,0.036,0.035,0.057,unm
20.099,17.942,14.475,15.825,10.694,0.008,0.035,0.122,0.018,0.016,unm
10.050,10.722,9.176,10.553,9.344,0.519,0.057,0.082,0.020,0.040,unm
10.133,9.406,8.185,9.277,11.405,0.033,0.007,0.033,0.294,0.022,unm
8.262,8.631,11.710,14.699,16.394,0.022,0.226,0.099,0.045,0.080,unm
18.512,18.311,12.219,13.604,18.970,0.004,0.006,0.011,0.003,0.010,unm
9.791,10.500,10.342,9.755,10.243,0.043,0.033,0.016,0.132,0.080,unm
11.010,10.900,9.750,11.553,11.222,0.121,0.123,0.081,0.011,0.061,unm
12.699,16.076,12.881,12.881,16.819,0.115,0.058,0.052,0.012,0.003,unm
5.077,7.368,8.755,8.841,16.136,0.107,0.116,0.172,0.152,0.083,unm
8.978,10.263,8.230,10.612,11.825,0.101,0.088,0.073,0.087,0.012,unm
15.462,15.003,15.097,14.734,11.749,0.086,0.054,0.173,0.010,0.003,unm
8.443,7.094,11.392,13.166,6.235,0.057,0.120,0.035,0.032,0.068,unm
13.997,10.171,15.443,15.839,12.073,0.086,0.080,0.011,0.035,0.021,unm
12.539,6.275,9.672,9.687,12.199,0.163,0.258,0.023,0.011,0.010,unm
13.829,14.270,17.992,17.157,11.153,0.010,0.023,0.006,0.003,0.005,unm
14.165,16.399,18.491,16.656,16.749,0.011,0.016,0.014,0.010,0.015,unm
10.709,12.142,11.438,6.980,12.082,0.023,0.092,0.101,0.236,0.098,unm
21.998,17.501,10.170,10.628,9.710,0.013,0.015,0.020,0.009,0.026,unm
11.361,10.023,10.496,8.974,9.139,0.009,0.008,0.012,0.027,0.006,unm
17.064,20.236,14.002,10.220,9.566,0.022,0.035,0.061,0.027,0.166,unm
11.202,15.830,17.319,20.284,23.541,0.100,0.044,0.050,0.113,0.012,unm
13.763,7.078,7.459,8.156,9.565,0.020,0.454,0.027,0.087,0.035,unm
9.563,10.029,9.410,10.545,10.403,0.020,0.010,0.083,0.010,0.018,unm
7.040,8.721,12.090,15.217,13.838,0.192,0.087,0.077,0.079,0.053,unm
5.006,9.154,7.010,8.312,11.208,0.076,0.100,0.054,0.117,0.177,unm
11.824,7.658,8.500,11.492,9.766,0.230,0.044,0.206,0.091,0.078,unm
14.029,13.320,12.027,10.498,11.405,0.074,0.023,0.013,0.039,0.036,unm
9.501,9.289,8.376,9.111,9.114,0.032,0.047,0.137,0.101,0.176,unm
12.148,6.433,10.788,11.969,5.868,0.009,0.060,0.041,0.012,0.040,unm
9.386,12.927,13.023,9.972,8.596,0.104,0.096,0.085,0.035,0.091,unm
15.537,12.725,7.386,12.119,15.038,0.069,0.094,0.137,0.014,0.006,unm
7.388,9.303,17.656,15.979,14.430,0.067,0.104,0.022,0.016,0.006,unm
6.007,10.464,16.160,18.611,14.499,0.193,0.032,0.020,0.011,0.063,unm
14.734,11.749,11.549,16.208,16.105,0.010,0.003,0.014,0.007,0.008,unm
8.416,13.970,13.799,7.948,6.984,0.049,0.015,0.009,0.023,0.027,unm
11.100,15.270,14.607,9.390,6.293,0.100,0.045,0.161,0.228,0.216,unm
9.702,6.583,8.717,8.964,12.182,0.038,0.192,0.104,0.021,0.041,unm
9.501,9.135,9.124,10.133,13.868,0.039,0.150,0.126,0.008,0.057,unm
15.578,15.373,9.586,11.295,9.567,0.009,0.006,0.012,0.067,0.103,unm
11.405,12.927,12.045,9.363,12.257,0.004,0.002,0.028,0.037,0.045,unm
7.743,10.462,12.383,10.190,11.240,0.033,0.081,0.046,0.024,0.038,unm
17.292,13.266,8.866,8.760,9.285,0.042,0.093,0.007,0.032,0.007,unm
12.658,13.864,19.381,18.166,12.459,0.001,0.006,0.005,0.005,0.099,unm
15.979,14.430,16.845,10.500,13.337,0.016,0.006,0.003,0.007,0.023,unm
12.191,12.817,12.856,15.113,16.006,0.070,0.075,0.052,0.072,0.007,unm
13.597,13.213,13.264,12.988,17.131,0.005,0.019,0.027,0.033,0.046,unm
10.919,10.847,11.066,12.103,13.946,0.053,0.030,0.167,0.041,0.036,unm
8.529,9.373,7.811,8.651,7.687,0.107,0.019,0.106,0.019,0.009,unm
12.771,15.304,11.418,12.903,14.388,0.025,0.020,0.009,0.033,0.047,unm
7.069,9.304,14.002,14.261,8.640,0.247,0.006,0.011,0.007,0.019,unm
11.217,9.739,6.911,11.584,19.233,0.021,0.021,0.056,0.025,0.014,unm
12.569,5.900,8.053,6.633,11.908,0.042,0.189,0.087,0.125,0.029,unm
13.181,10.055,10.595,9.466,7.818,0.002,0.026,0.042,0.003,0.035,unm
6.651,8.876,10.482,12.028,13.101,0.008,0.093,0.018,0.001,0.007,unm
10.150,13.620,7.890,10.743,13.062,0.024,0.016,0.055,0.038,0.180,unm
11.366,9.010,7.127,6.290,6.875,0.006,0.013,0.057,0.092,0.027,unm
9.281,8.411,12.484,13.186,7.974,0.011,0.057,0.053,0.017,0.046,unm
13.366,12.365,10.206,10.627,11.161,0.018,0.079,0.011,0.024,0.035,unm
14.082,12.758,10.279,8.648,11.201,0.013,0.035,0.074,0.133,0.013,unm
11.831,17.276,10.133,9.406,8.185,0.065,0.011,0.033,0.007,0.033,unm
10.303,10.811,7.731,9.870,8.514,0.016,0.031,0.224,0.060,0.022,unm
15.776,14.739,16.159,16.024,13.644,0.010,0.012,0.073,0.037,0.019,unm
7.321,9.068,10.166,12.512,12.101,0.147,0.098,0.051,0.001,0.002,unm
12.827,17.911,11.146,14.522,23.001,0.150,0.014,0.025,0.010,0.003,unm
8.973,15.358,13.252,7.097,9.485,0.119,0.042,0.019,0.033,0.009,unm
15.768,12.524,15.048,16.316,16.764,0.039,0.102,0.011,0.017,0.019,unm
9.213,6.189,7.205,5.407,4.533,0.034,0.114,0.035,0.082,0.081,unm
9.713,8.021,11.768,9.937,13.256,0.034,0.009,0.011,0.006,0.023,unm
14.595,13.457,12.556,12.470,10.780,0.005,0.040,0.007,0.049,0.093,unm
19.858,14.896,7.684,8.167,12.976,0.005,0.033,0.168,0.233,0.003,unm
15.142,14.610,15.430,16.779,11.679,0.087,0.082,0.042,0.033,0.036,unm
8.662,12.865,19.918,14.898,7.294,0.066,0.030,0.009,0.049,0.110,unm
6.726,7.578,12.734,14.735,9.652,0.110,0.016,0.018,0.053,0.062,unm
8.314,8.614,10.750,9.903,9.608,0.042,0.226,0.021,0.040,0.131,unm
9.649,8.568,13.256,15.039,13.966,0.086,0.053,0.051,0.032,0.130,unm
9.628,13.395,15.131,14.947,12.859,0.020,0.006,0.040,0.019,0.025,unm
6.179,6.949,6.162,7.598,8.025,0.024,0.055,0.098,0.052,0.019,unm
8.502,6.279,7.470,5.236,8.693,0.062,0.113,0.053,0.041,0.013,unm
7.711,9.724,8.893,13.307,14.694,0.174,0.034,0.125,0.017,0.020,unm
14.158,14.273,14.851,11.980,10.018,0.011,0.010,0.065,0.077,0.188,unm
5.824,11.791,11.525,7.213,10.700,0.012,0.008,0.017,0.045,0.005,unm
12.257,11.273,9.252,12.562,16.579,0.045,0.082,0.037,0.042,0.005,unm
16.593,9.793,13.071,13.654,9.501,0.035,0.007,0.026,0.025,0.032,unm
8.871,14.135,14.784,12.079,9.587,0.100,0.042,0.006,0.039,0.152,unm
13.846,11.225,5.483,8.425,8.090,0.018,0.108,0.076,0.161,0.100,unm
12.447,14.427,10.202,7.572,9.103,0.032,0.021,0.072,0.220,0.036,unm
6.279,7.470,5.236,8.693,7.338,0.113,0.053,0.041,0.013,0.023,unm
16.341,10.678,12.113,10.442,10.325,0.025,0.014,0.073,0.099,0.028,unm
10.104,8.389,9.832,9.532,12.302,0.009,0.040,0.007,0.022,0.023,unm
11.303,16.404,12.452,7.574,8.617,0.056,0.004,0.070,0.053,0.197,unm
